label_id,phase2_alert_uid,case_id,run_id,campaign_id,scenario_id,agent_name,label_timestamp,label_timestamp_utc,rule_id,rule_description,label,event_role,execution_mode,tool,mitre_technique_id,confidence,match_status,match_method,candidate_count,primary_phase3_alert_uid,primary_evidence_id,candidate_phase3_alert_uids,candidate_evidence_ids,candidate_raw_line_numbers
LBL-000132,ALERT-6EB90D9669A9EA66,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,safesoc-lnx-01,2026-05-15T00:29:22.184-0400,2026-05-15T04:29:22.184000+00:00,92604,Processes running for all users were queried with ps command.,attack_like,duplicate,caldera,MITRE Caldera,T1057,medium,matched,agent_source_timestamp_rule_description,2,alert_937d72c1a6fb0e3fd0ca36aac2a0af12,evidence_38071336cf62ca90546df4004d7df8a6,alert_937d72c1a6fb0e3fd0ca36aac2a0af12;alert_480099bea9d0d9508dc5b95120b8b832,evidence_38071336cf62ca90546df4004d7df8a6;evidence_a5a9e1ff75c4a6110037c04350235186,24;131
LBL-000133,ALERT-9BFA3724D0BAC2E6,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,safesoc-lnx-01,2026-05-15T00:30:07.545-0400,2026-05-15T04:30:07.545000+00:00,92604,Processes running for all users were queried with ps command.,attack_like,duplicate,caldera,MITRE Caldera,T1057,medium,matched,agent_source_timestamp_rule_description,2,alert_1d39b82b4113290972205c7d20f2bcdb,evidence_c3c59d7c5332d1deb67598cadc5ab866,alert_1d39b82b4113290972205c7d20f2bcdb;alert_0979ef4987e794424fe8752439075c85,evidence_c3c59d7c5332d1deb67598cadc5ab866;evidence_bd49333c2448a34d039730b1f66ec9c2,25;132
LBL-000134,ALERT-72F26E87464E67FC,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,safesoc-lnx-01,2026-05-15T00:31:11.531-0400,2026-05-15T04:31:11.531000+00:00,92604,Processes running for all users were queried with ps command.,attack_like,duplicate,caldera,MITRE Caldera,T1057,medium,matched,agent_source_timestamp_rule_description,2,alert_97dd267337a0d4a5a460eca85db66e0d,evidence_00ed2c11d4d5a0aca48d8a4ae2f4af96,alert_97dd267337a0d4a5a460eca85db66e0d;alert_a37585bddcd7ea022affbd0a3479ca7e,evidence_00ed2c11d4d5a0aca48d8a4ae2f4af96;evidence_2209b1eb967e56eb00f4aff235cff275,26;133
LBL-000135,ALERT-9E5D5E7591D2BA84,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,safesoc-lnx-01,2026-05-15T00:32:03.577-0400,2026-05-15T04:32:03.577000+00:00,92604,Processes running for all users were queried with ps command.,attack_like,duplicate,caldera,MITRE Caldera,T1057,medium,matched,agent_source_timestamp_rule_description,2,alert_888cded6f8e58c7a79421b7bccd4bb0a,evidence_5a94ac3033dfff5b6b31453638a1ea95,alert_888cded6f8e58c7a79421b7bccd4bb0a;alert_de67d767d272892003f13fb2c23c62dc,evidence_5a94ac3033dfff5b6b31453638a1ea95;evidence_942aea98096a085d4b20dd0d09ce15eb,27;134
LBL-000136,ALERT-F0B0033875C6224D,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,safesoc-lnx-01,2026-05-15T00:32:42.280-0400,2026-05-15T04:32:42.280000+00:00,92604,Processes running for all users were queried with ps command.,attack_like,duplicate,caldera,MITRE Caldera,T1057,medium,matched,agent_source_timestamp_rule_description,2,alert_44a497977762d54b562ca5203de6ed49,evidence_b0a47808063448d1577baa4b39fc2e63,alert_44a497977762d54b562ca5203de6ed49;alert_c3335b87e1744fe8b8da7ee4e2a8d973,evidence_b0a47808063448d1577baa4b39fc2e63;evidence_9d5931b7a6ba227e8f1ab11cd7da704b,28;135
LBL-000137,ALERT-7DDC62E1001D0CE7,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,safesoc-lnx-01,2026-05-15T00:33:42.303-0400,2026-05-15T04:33:42.303000+00:00,92604,Processes running for all users were queried with ps command.,attack_like,duplicate,caldera,MITRE Caldera,T1057,medium,matched,agent_source_timestamp_rule_description,2,alert_2e011adf97779cd6ad1b720f5922f6bd,evidence_47cb89041e9e37e6d773ace14a3651a5,alert_2e011adf97779cd6ad1b720f5922f6bd;alert_c3ee04a3c18b3d4e282b7d6e5d67b6da,evidence_47cb89041e9e37e6d773ace14a3651a5;evidence_c5d358cf6e301857fe4eb98711edcee3,29;136
LBL-000138,ALERT-9866AAFBF724F412,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,safesoc-lnx-01,2026-05-15T00:34:20.313-0400,2026-05-15T04:34:20.313000+00:00,92604,Processes running for all users were queried with ps command.,attack_like,duplicate,caldera,MITRE Caldera,T1057,medium,matched,agent_source_timestamp_rule_description,2,alert_e8d22639d9236eb015dbf21229dab32c,evidence_2dac377c5a96d7613609d46843d2c91a,alert_e8d22639d9236eb015dbf21229dab32c;alert_ccbb9a6978a10259f96e5430923a64ac,evidence_2dac377c5a96d7613609d46843d2c91a;evidence_84f9eca82c5f31f353066b5311325194,30;137
LBL-000139,ALERT-F3DE08BDD78AA429,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,safesoc-lnx-01,2026-05-15T00:35:07.631-0400,2026-05-15T04:35:07.631000+00:00,92604,Processes running for all users were queried with ps command.,attack_like,duplicate,caldera,MITRE Caldera,T1057,medium,matched,agent_source_timestamp_rule_description,2,alert_bca41cf268f0c50735241cdc0f4f47fb,evidence_2d01128e1f6479c9d1679806e791478f,alert_bca41cf268f0c50735241cdc0f4f47fb;alert_64b61860109761fea22b6cc2c286845a,evidence_2d01128e1f6479c9d1679806e791478f;evidence_13e374fd6500c951cd055dc6f64c36e4,31;138
LBL-000140,ALERT-D7F767709CF40AC5,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,safesoc-lnx-01,2026-05-15T00:36:04.301-0400,2026-05-15T04:36:04.301000+00:00,92604,Processes running for all users were queried with ps command.,attack_like,duplicate,caldera,MITRE Caldera,T1057,medium,matched,agent_source_timestamp_rule_description,2,alert_aef881da04c81f665f135fc6945c7761,evidence_b3b5dea20aab2c31b4e26b6e554a302a,alert_aef881da04c81f665f135fc6945c7761;alert_c4d207d67f0052e49f6abfb06321dd30,evidence_b3b5dea20aab2c31b4e26b6e554a302a;evidence_4f18d8b4d4901d3dc5679913e6e4a574,32;139
LBL-000141,ALERT-10696EE951A4101E,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,safesoc-lnx-01,2026-05-15T00:36:50.358-0400,2026-05-15T04:36:50.358000+00:00,92604,Processes running for all users were queried with ps command.,attack_like,duplicate,caldera,MITRE Caldera,T1057,medium,matched,agent_source_timestamp_rule_description,2,alert_99d99ad3853dd4b824c1a870d1a45753,evidence_67fc15cdf3fe8f876f4aae6b9370b778,alert_99d99ad3853dd4b824c1a870d1a45753;alert_82256d95870195c1d0edc2117007c601,evidence_67fc15cdf3fe8f876f4aae6b9370b778;evidence_4e4c1ae37e4385ccb6dd8cc66c96ac46,33;140
LBL-000142,ALERT-52E11ECC383CB932,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,safesoc-lnx-01,2026-05-15T00:37:35.672-0400,2026-05-15T04:37:35.672000+00:00,92604,Processes running for all users were queried with ps command.,attack_like,duplicate,caldera,MITRE Caldera,T1057,medium,matched,agent_source_timestamp_rule_description,2,alert_dfa7905b305c68e27a65a5b77cb72b81,evidence_fba05561639527e86c365a133242982d,alert_dfa7905b305c68e27a65a5b77cb72b81;alert_b9bb31ef40772a5031282cf9278a7f84,evidence_fba05561639527e86c365a133242982d;evidence_22544ba6dce9922b9871f1f95d839eb5,34;141
LBL-000143,ALERT-E672B0161554767A,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,safesoc-lnx-01,2026-05-15T00:38:28.388-0400,2026-05-15T04:38:28.388000+00:00,92604,Processes running for all users were queried with ps command.,attack_like,duplicate,caldera,MITRE Caldera,T1057,medium,matched,agent_source_timestamp_rule_description,2,alert_7fdc6cb08a06f8e1b262cdb475bc895d,evidence_4b800ba53aaecdac625549f057e122b8,alert_7fdc6cb08a06f8e1b262cdb475bc895d;alert_b86731fe3e1075e49d39aed9682ff78b,evidence_4b800ba53aaecdac625549f057e122b8;evidence_b919337f55c0a2424e409f41d6912f07,35;142
LBL-000144,ALERT-6EC4F61199F29F68,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,safesoc-lnx-01,2026-05-15T00:39:27.738-0400,2026-05-15T04:39:27.738000+00:00,92604,Processes running for all users were queried with ps command.,attack_like,duplicate,caldera,MITRE Caldera,T1057,medium,matched,agent_source_timestamp_rule_description,2,alert_5056346342547c123df347bcb3442e21,evidence_6f24ef607947fe1204be083cb6bcec98,alert_5056346342547c123df347bcb3442e21;alert_5e095d0b95c3b19d9199e6232e340a27,evidence_6f24ef607947fe1204be083cb6bcec98;evidence_f90fba12d94ad6aa0ba63d7d2335e3de,36;143
LBL-000145,ALERT-4BED18B3EE6420A6,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,safesoc-lnx-01,2026-05-15T00:40:08.392-0400,2026-05-15T04:40:08.392000+00:00,92604,Processes running for all users were queried with ps command.,attack_like,duplicate,caldera,MITRE Caldera,T1057,medium,matched,agent_source_timestamp_rule_description,2,alert_450a087200ab4e28f6a3e5ee78a403cc,evidence_41d0a854fee3e1371519600db217a293,alert_450a087200ab4e28f6a3e5ee78a403cc;alert_9ca8020857ea42bdca8dae3a5bef1588,evidence_41d0a854fee3e1371519600db217a293;evidence_dc7c69d9e1ce02cf03f452345909b2fc,37;144
LBL-000146,ALERT-F02BE2253997F44A,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,safesoc-lnx-01,2026-05-15T00:41:07.725-0400,2026-05-15T04:41:07.725000+00:00,92604,Processes running for all users were queried with ps command.,attack_like,duplicate,caldera,MITRE Caldera,T1057,medium,matched,agent_source_timestamp_rule_description,2,alert_6dafbc4d1f60683b3e9bef10281208a6,evidence_f183e99a96c86d650653e7312c231213,alert_6dafbc4d1f60683b3e9bef10281208a6;alert_a9f61d6260bb0d97f821d539356e1864,evidence_f183e99a96c86d650653e7312c231213;evidence_6c9514b6f351d49ac5ed7752552268a0,38;145
LBL-000147,ALERT-0F57925BED3D00B2,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,safesoc-lnx-01,2026-05-15T00:42:09.736-0400,2026-05-15T04:42:09.736000+00:00,92604,Processes running for all users were queried with ps command.,attack_like,duplicate,caldera,MITRE Caldera,T1057,medium,matched,agent_source_timestamp_rule_description,2,alert_5fe71c497a29c6830dac8595e60a1867,evidence_0ed33aa27605ca16576d13ffba494677,alert_5fe71c497a29c6830dac8595e60a1867;alert_29cc17c22bdb23e534041fb6d523d54e,evidence_0ed33aa27605ca16576d13ffba494677;evidence_9407127fa38b68d28e644a5967331137,39;146
LBL-000148,ALERT-29EB000C0A6C8CA7,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,safesoc-lnx-01,2026-05-15T00:43:10.437-0400,2026-05-15T04:43:10.437000+00:00,92604,Processes running for all users were queried with ps command.,attack_like,duplicate,caldera,MITRE Caldera,T1057,medium,matched,agent_source_timestamp_rule_description,2,alert_151b35b132eac6fe0803b9dbd64c0ebe,evidence_a13b439666d65ad6d779e85ddd0fcfc5,alert_151b35b132eac6fe0803b9dbd64c0ebe;alert_f49267cdd61df1147437b7316c42a8dc,evidence_a13b439666d65ad6d779e85ddd0fcfc5;evidence_0953aece0dc06040b7a7609a97a180fc,40;147
LBL-000149,ALERT-FB9B90C624B63F0B,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,safesoc-lnx-01,2026-05-15T00:43:47.804-0400,2026-05-15T04:43:47.804000+00:00,92604,Processes running for all users were queried with ps command.,attack_like,duplicate,caldera,MITRE Caldera,T1057,medium,matched,agent_source_timestamp_rule_description,2,alert_a9fbe17a37d31aee1aa51d98772c03d1,evidence_f74d0b2e08f90bc7a145f851a020a0d7,alert_a9fbe17a37d31aee1aa51d98772c03d1;alert_5ae871e26d8e3d32d7929d321a6cc01b,evidence_f74d0b2e08f90bc7a145f851a020a0d7;evidence_2b6798135d1bb945dfcb69ffadc5216d,41;148
LBL-000150,ALERT-0425721CB796C438,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,safesoc-lnx-01,2026-05-15T00:44:43.818-0400,2026-05-15T04:44:43.818000+00:00,92604,Processes running for all users were queried with ps command.,attack_like,duplicate,caldera,MITRE Caldera,T1057,medium,matched,agent_source_timestamp_rule_description,2,alert_5537606c14611f46c21b813f291e4fcf,evidence_0b146b64d1dff330c9bf4c64e7879814,alert_5537606c14611f46c21b813f291e4fcf;alert_c7a0b08e6599ce96f2ea2fd72bad9bdf,evidence_0b146b64d1dff330c9bf4c64e7879814;evidence_a3fb58ad8f73df4d5e87103c97fca4ef,42;149
LBL-000151,ALERT-972B3F8C6FB1288B,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,safesoc-lnx-01,2026-05-15T00:45:36.485-0400,2026-05-15T04:45:36.485000+00:00,92604,Processes running for all users were queried with ps command.,attack_like,duplicate,caldera,MITRE Caldera,T1057,medium,matched,agent_source_timestamp_rule_description,2,alert_0b8c52746073a99194febb639f129bf3,evidence_698f459e373dbac8cd2eb1ee4f8e0f1e,alert_0b8c52746073a99194febb639f129bf3;alert_5e6e8e13c3672c50a24a8fbaabf42982,evidence_698f459e373dbac8cd2eb1ee4f8e0f1e;evidence_fb7ce84c6665f7b5adc799e14e615231,43;150
LBL-000152,ALERT-2E8CE9F4E335CC50,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,safesoc-lnx-01,2026-05-15T00:46:22.534-0400,2026-05-15T04:46:22.534000+00:00,92604,Processes running for all users were queried with ps command.,attack_like,duplicate,caldera,MITRE Caldera,T1057,medium,matched,agent_source_timestamp_rule_description,2,alert_13d1f5df6838c654908854bfaab6a29a,evidence_8be4a2120eb05784b9b1e38c7fb1fc4d,alert_13d1f5df6838c654908854bfaab6a29a;alert_f6d6c4a4a08c03779b7e520f815ab4c2,evidence_8be4a2120eb05784b9b1e38c7fb1fc4d;evidence_0e2b910997adf9918ebf681977734758,44;151
LBL-000153,ALERT-919CC0AC33F6DA19,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,safesoc-lnx-01,2026-05-15T00:47:18.510-0400,2026-05-15T04:47:18.510000+00:00,92604,Processes running for all users were queried with ps command.,attack_like,duplicate,caldera,MITRE Caldera,T1057,medium,matched,agent_source_timestamp_rule_description,2,alert_14af51cd7e05e1f0e010aafeebc3fd8f,evidence_71cdc0c42c6b1c8fc02dcddd3c4084cd,alert_14af51cd7e05e1f0e010aafeebc3fd8f;alert_48f8efc5d95dd6683d4b0f617851eef0,evidence_71cdc0c42c6b1c8fc02dcddd3c4084cd;evidence_2a8e3527b53a36bd33d67f9e4d8e9bd8,45;152
LBL-000154,ALERT-E9391FBFA28E0F80,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,safesoc-lnx-01,2026-05-15T00:47:51.834-0400,2026-05-15T04:47:51.834000+00:00,92604,Processes running for all users were queried with ps command.,attack_like,duplicate,caldera,MITRE Caldera,T1057,medium,matched,agent_source_timestamp_rule_description,2,alert_2f15db5cf4adc22651549189f8e2f318,evidence_a1187d19c2d54414f00b6011a6032aa3,alert_2f15db5cf4adc22651549189f8e2f318;alert_091de3f73da3e430ec43e12b6af3f715,evidence_a1187d19c2d54414f00b6011a6032aa3;evidence_c80f55ae3f019933f125fd576ad508c1,46;153
LBL-000155,ALERT-5B22611803697B4C,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,safesoc-lnx-01,2026-05-15T00:48:53.889-0400,2026-05-15T04:48:53.889000+00:00,92604,Processes running for all users were queried with ps command.,attack_like,duplicate,caldera,MITRE Caldera,T1057,medium,matched,agent_source_timestamp_rule_description,2,alert_69435b3a6ecde82c9034bf4a98b52f21,evidence_374884c948dff9eeababf3ccc3f66518,alert_69435b3a6ecde82c9034bf4a98b52f21;alert_622095d23111454bca476e7e766ea898,evidence_374884c948dff9eeababf3ccc3f66518;evidence_b04536ef37fe1ce33c6bf06f173ef213,47;154
LBL-000156,ALERT-599856B22432307F,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,safesoc-lnx-01,2026-05-15T00:49:49.910-0400,2026-05-15T04:49:49.910000+00:00,92604,Processes running for all users were queried with ps command.,attack_like,duplicate,caldera,MITRE Caldera,T1057,medium,matched,agent_source_timestamp_rule_description,2,alert_24cc62dfad16e1734301c6dfc5c54e77,evidence_cd1138355938e0a0f8807e361a7f1fa8,alert_24cc62dfad16e1734301c6dfc5c54e77;alert_cd7152715e0e084b5a84ce4c482813e2,evidence_cd1138355938e0a0f8807e361a7f1fa8;evidence_9125067f1b0f5ecf4ed71e5605414353,48;155
LBL-000157,ALERT-4A4308F60C18E377,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,safesoc-lnx-01,2026-05-15T00:50:41.923-0400,2026-05-15T04:50:41.923000+00:00,92604,Processes running for all users were queried with ps command.,attack_like,duplicate,caldera,MITRE Caldera,T1057,medium,matched,agent_source_timestamp_rule_description,2,alert_38956ea3a951729ae80cfe0d429dfe84,evidence_15f05e7433e1fd22d9a7c7af26c786c1,alert_38956ea3a951729ae80cfe0d429dfe84;alert_92d2685741225e48843b3b6b59b4e7e7,evidence_15f05e7433e1fd22d9a7c7af26c786c1;evidence_cdee6dbc903f777433802952eaf3dc38,49;156
LBL-000158,ALERT-564143E5F4909BB3,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,safesoc-lnx-01,2026-05-15T00:51:31.933-0400,2026-05-15T04:51:31.933000+00:00,92604,Processes running for all users were queried with ps command.,attack_like,duplicate,caldera,MITRE Caldera,T1057,medium,matched,agent_source_timestamp_rule_description,2,alert_fe0603a32095b8c037cf01bb0768199d,evidence_315790f493c3f7e0a7191da3243a1d1d,alert_fe0603a32095b8c037cf01bb0768199d;alert_e0f06dd0f9dc90c0e44bc2003d6a9f56,evidence_315790f493c3f7e0a7191da3243a1d1d;evidence_b831daa7e6570abc99dfdcc1570d5d6e,50;157
LBL-000159,ALERT-0EA1ABDA3F8B8416,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,safesoc-lnx-01,2026-05-15T00:52:31.930-0400,2026-05-15T04:52:31.930000+00:00,92604,Processes running for all users were queried with ps command.,attack_like,duplicate,caldera,MITRE Caldera,T1057,medium,matched,agent_source_timestamp_rule_description,2,alert_835a12cff16d961e01846dc000c274da,evidence_450f75382a30507b2916970f3937f997,alert_835a12cff16d961e01846dc000c274da;alert_52522fe855c65d38484e1aa145e51516,evidence_450f75382a30507b2916970f3937f997;evidence_50e1cca374dd495141cc49c30f2a9133,51;158
LBL-000160,ALERT-ACC16580B4FF4CF4,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,safesoc-lnx-01,2026-05-15T00:53:10.631-0400,2026-05-15T04:53:10.631000+00:00,92604,Processes running for all users were queried with ps command.,attack_like,duplicate,caldera,MITRE Caldera,T1057,medium,matched,agent_source_timestamp_rule_description,2,alert_8fbafcd9c04d86e603d06d53e17950f0,evidence_b7ab9ea1484c3e7a06f88418ded2cc49,alert_8fbafcd9c04d86e603d06d53e17950f0;alert_7045bf476109cce3f71a0709c5f0e695,evidence_b7ab9ea1484c3e7a06f88418ded2cc49;evidence_cefc1ff8a15a6cf40b224e6a6816f656,52;159
LBL-000161,ALERT-E0A836B687040340,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,safesoc-lnx-01,2026-05-15T00:53:55.987-0400,2026-05-15T04:53:55.987000+00:00,92604,Processes running for all users were queried with ps command.,attack_like,duplicate,caldera,MITRE Caldera,T1057,medium,matched,agent_source_timestamp_rule_description,2,alert_b47409242d107c4960a4d967b040fe2d,evidence_992bdc1e945901d595aff5bc195e6cc0,alert_b47409242d107c4960a4d967b040fe2d;alert_433240bdfa10338cfc20a6216f9f40a6,evidence_992bdc1e945901d595aff5bc195e6cc0;evidence_93cf99014f59579bf5c1e8a4f306158e,53;160
LBL-000162,ALERT-856AC44E235682C9,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,safesoc-lnx-01,2026-05-15T00:54:54.005-0400,2026-05-15T04:54:54.005000+00:00,92604,Processes running for all users were queried with ps command.,attack_like,duplicate,caldera,MITRE Caldera,T1057,medium,matched,agent_source_timestamp_rule_description,2,alert_c97cc3ae65c8a9255b26d45eb13bac34,evidence_409eceec3783202aa595c7b9ba19245c,alert_c97cc3ae65c8a9255b26d45eb13bac34;alert_76c8083f52cf3f4528a8a487aff2f32d,evidence_409eceec3783202aa595c7b9ba19245c;evidence_51c84ed55412b0d25db29158d39b169a,54;161
LBL-000163,ALERT-DD345CD878810EDD,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,safesoc-lnx-01,2026-05-15T00:55:36.666-0400,2026-05-15T04:55:36.666000+00:00,92604,Processes running for all users were queried with ps command.,attack_like,duplicate,caldera,MITRE Caldera,T1057,medium,matched,agent_source_timestamp_rule_description,2,alert_cc98016df785b427e894739dcc1120bf,evidence_144f85f95433b1a331e12face034942a,alert_cc98016df785b427e894739dcc1120bf;alert_97f7cc47f6aecd94f9ebda4d147bfb05,evidence_144f85f95433b1a331e12face034942a;evidence_00da4c04c2f3a539f60b5ecaff6202bd,55;162
LBL-000164,ALERT-8CC19D87B23E8B95,CASE-040,C-LNX-01-CAL-R003,C-LNX-01,,safesoc-lnx-01,2026-05-15T00:00:01.795-0400,2026-05-15T04:00:01.795000+00:00,80730,Auditd: SELinux permission check.,attack_like,supporting,caldera,MITRE Caldera,T1110.001/T1548.003/T1082/T1033/T1016/T1053.003,medium,matched,agent_source_timestamp_rule_description,1,alert_456360d4b556aaa9d7702c3583efd276,evidence_07f1a21d7004496f2b11aea8eb2e3b94,alert_456360d4b556aaa9d7702c3583efd276,evidence_07f1a21d7004496f2b11aea8eb2e3b94,5616
LBL-000165,ALERT-241E8920F35C2DA1,CASE-004,C-WIN-01-CAL-R001,C-WIN-01,,safesoc-win-01,2026-05-14T20:08:30.984-0400,2026-05-15T00:08:30.984000+00:00,92021,Powershell was used to delete files or directories,attack_like,trigger,caldera,MITRE Caldera,T1070.004,high,matched,agent_source_timestamp_rule_description,1,alert_0c374b6045c83902761597a1c1eeced4,evidence_5f66e07b34417acbb3d22e94ad0cf3a4,alert_0c374b6045c83902761597a1c1eeced4,evidence_5f66e07b34417acbb3d22e94ad0cf3a4,5159
LBL-000166,ALERT-4F934C1BC754D7EF,CASE-004,C-WIN-01-CAL-R001,C-WIN-01,,safesoc-win-01,2026-05-14T20:09:36.451-0400,2026-05-15T00:09:36.451000+00:00,92058,Application Compatibility Database launched,attack_like,trigger,caldera,MITRE Caldera,T1546.011,high,matched,agent_source_timestamp_rule_description,1,alert_7d14275fea457228340690ed77024a95,evidence_95ae4f10ae0dda613fe417c6e5877677,alert_7d14275fea457228340690ed77024a95,evidence_95ae4f10ae0dda613fe417c6e5877677,5160
LBL-000167,ALERT-3DFDAB4E9559DAFC,CASE-005,C-WIN-01-CAL-R002,C-WIN-01,,safesoc-win-01,2026-05-14T20:45:58.997-0400,2026-05-15T00:45:58.997000+00:00,92021,Powershell was used to delete files or directories,attack_like,trigger,caldera,MITRE Caldera,T1070.004,high,matched,agent_source_timestamp_rule_description,1,alert_6dd48aa771d01c06e6eab8f089702383,evidence_38d70e47226b48b33dbc1363927de2fd,alert_6dd48aa771d01c06e6eab8f089702383,evidence_38d70e47226b48b33dbc1363927de2fd,5186
LBL-000168,ALERT-42D9340D3CF83762,CASE-005,C-WIN-01-CAL-R002,C-WIN-01,,safesoc-win-01,2026-05-14T20:46:37.048-0400,2026-05-15T00:46:37.048000+00:00,92004,Powershell process spawned Windows command shell instance,attack_like,trigger,caldera,MITRE Caldera,T1059.003,high,matched,agent_source_timestamp_rule_description,1,alert_b1905f8c1d34178fa99d0c62ba6d2dcb,evidence_fb77e0bc57441af6a3d0ff58fded3b12,alert_b1905f8c1d34178fa99d0c62ba6d2dcb,evidence_fb77e0bc57441af6a3d0ff58fded3b12,5187
LBL-000169,ALERT-E40DEFEAF83C1E68,CASE-005,C-WIN-01-CAL-R002,C-WIN-01,,safesoc-win-01,2026-05-14T20:46:37.452-0400,2026-05-15T00:46:37.452000+00:00,62123,Windows Defender: Antimalware platform detected  potentially unwanted software (),attack_like,supporting,caldera,MITRE Caldera,T1059.001/T1082/T1033/T1016/T1053.005/T1560.001,medium,matched,agent_source_timestamp_rule_description,1,alert_6ab67ee6cfee4922b36df3d5aeb49030,evidence_55111cc32c1c424f7bbff72d060e7fbf,alert_6ab67ee6cfee4922b36df3d5aeb49030,evidence_55111cc32c1c424f7bbff72d060e7fbf,5188
LBL-000170,ALERT-E1FF02B179F073BC,CASE-005,C-WIN-01-CAL-R002,C-WIN-01,,safesoc-win-01,2026-05-14T20:46:51.515-0400,2026-05-15T00:46:51.515000+00:00,62123,Windows Defender: Antimalware platform detected  potentially unwanted software (),attack_like,duplicate,caldera,MITRE Caldera,T1059.001/T1082/T1033/T1016/T1053.005/T1560.001,medium,matched,agent_source_timestamp_rule_description,1,alert_1845e5d0766fc9849b6c1eb6b36c626d,evidence_d9a23c2cdb0abf09df882cc073f97199,alert_1845e5d0766fc9849b6c1eb6b36c626d,evidence_d9a23c2cdb0abf09df882cc073f97199,5189
LBL-000171,ALERT-1B9F355D1DC23D02,CASE-005,C-WIN-01-CAL-R002,C-WIN-01,,safesoc-win-01,2026-05-14T20:46:51.517-0400,2026-05-15T00:46:51.517000+00:00,62124,Windows Defender: Antimalware platform performed an action to protect you from potentially unwanted software (),attack_like,supporting,caldera,MITRE Caldera,T1059.001/T1082/T1033/T1016/T1053.005/T1560.001,medium,matched,agent_source_timestamp_rule_description,1,alert_f5d90b8cfd2d2ea452c32f9fe12b5ed4,evidence_f6665afb21e1a098ed9e07949d3be727,alert_f5d90b8cfd2d2ea452c32f9fe12b5ed4,evidence_f6665afb21e1a098ed9e07949d3be727,5190
LBL-000172,ALERT-0BB2D7F4C63BC8C3,CASE-005,C-WIN-01-CAL-R002,C-WIN-01,,safesoc-win-01,2026-05-14T20:47:29.069-0400,2026-05-15T00:47:29.069000+00:00,92021,Powershell was used to delete files or directories,attack_like,duplicate,caldera,MITRE Caldera,T1070.004,medium,matched,agent_source_timestamp_rule_description,1,alert_c16a33c718284933b5652bf5c6ae3ddd,evidence_d4e60785707b0ccd91099e96dc4b0a90,alert_c16a33c718284933b5652bf5c6ae3ddd,evidence_d4e60785707b0ccd91099e96dc4b0a90,5191
LBL-000173,ALERT-5B67C23CBE5BA9DA,CASE-005,C-WIN-01-CAL-R002,C-WIN-01,,safesoc-win-01,2026-05-14T20:47:29.714-0400,2026-05-15T00:47:29.714000+00:00,62123,Windows Defender: Antimalware platform detected  potentially unwanted software (),attack_like,duplicate,caldera,MITRE Caldera,T1059.001/T1082/T1033/T1016/T1053.005/T1560.001,medium,matched,agent_source_timestamp_rule_description,1,alert_d55f74975c229afb36e64c3578a24bd7,evidence_fb9842c1ea6b2d346565b2004c0b9b2e,alert_d55f74975c229afb36e64c3578a24bd7,evidence_fb9842c1ea6b2d346565b2004c0b9b2e,5192
LBL-000174,ALERT-E67DFBFEE5EC95C9,CASE-005,C-WIN-01-CAL-R002,C-WIN-01,,safesoc-win-01,2026-05-14T20:47:42.695-0400,2026-05-15T00:47:42.695000+00:00,62124,Windows Defender: Antimalware platform performed an action to protect you from potentially unwanted software (),attack_like,duplicate,caldera,MITRE Caldera,T1059.001/T1082/T1033/T1016/T1053.005/T1560.001,medium,matched,agent_source_timestamp_rule_description,1,alert_264ef97481c8aff98f0259dd734e9fc4,evidence_7a4534cb6a13ca7bd074abe0ff304540,alert_264ef97481c8aff98f0259dd734e9fc4,evidence_7a4534cb6a13ca7bd074abe0ff304540,5193
