case_id,case_run_id,case_campaign_id,case_execution_mode,case_tool,label_id,phase2_alert_uid,phase3_alert_uid,evidence_id,raw_line_number,label,event_role,event_time_utc,source_time_raw,normalized_agent_name,normalized_rule_id,normalized_rule_description,event_category,event_action,event_outcome,normalized_severity,mitre_technique_ids,normalization_status,link_source,match_rank,candidate_count,is_primary_candidate,case_summary,analyst_expected_conclusion
CASE-014,S08-MAN-R002,,manual,manual,LBL-000351,ALERT-F1B7F067DC9A615C,alert_8974f6c861245c80be608d1392a86740,evidence_9e0c4c4794e732c7392777b6be551936,5419,attack_like,supporting,2026-05-15T02:39:44.060000+00:00,2026-05-14T22:39:44.060-0400,safesoc-lnx-01,100761,SafeAgentSOC run end marker observed,unknown,wazuh_rule_100761,unknown,low,,partial,ground_truth_label_match,1,1,True,"Run-level investigation case for S08-MAN-R002, containing 10 correlated labeled alerts across 5 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-015,S09-MAN-R001,,manual,manual,LBL-000352,ALERT-F6DB451F113D8CFB,alert_8e3f44e2a35b8643f43ecb532afd6856,evidence_796619316213ad553e2829d2cb08d730,5420,attack_like,trigger,2026-05-15T02:55:45.867000+00:00,2026-05-14T22:55:45.867-0400,safesoc-lnx-01,100764,SafeAgentSOC S09 Linux discovery scenario marker,discovery,discovery_activity,unknown,medium,T1082;T1033;T1016,partial,ground_truth_label_match,1,1,True,"Run-level investigation case for S09-MAN-R001, containing 13 correlated labeled alerts across 7 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-015,S09-MAN-R001,,manual,manual,LBL-000353,ALERT-CCCA00ACF4D50157,alert_df7cef2e91bc8ddcd224d7c2ac3344d8,evidence_078ff3f2db5f9cab7ec183923d6c7db2,5421,attack_like,trigger,2026-05-15T02:55:45.867000+00:00,2026-05-14T22:55:45.867-0400,safesoc-lnx-01,100760,SafeAgentSOC run start marker observed,unknown,wazuh_rule_100760,unknown,low,,partial,ground_truth_label_match,1,1,True,"Run-level investigation case for S09-MAN-R001, containing 13 correlated labeled alerts across 7 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-015,S09-MAN-R001,,manual,manual,LBL-000354,ALERT-007B56490C6ABD4A,alert_47ab70ddd97a13e2ec2e658ea32ecc57,evidence_d33df83796a88ba061f2e19bfe1144b3,5422,attack_like,trigger,2026-05-15T02:55:45.870000+00:00,2026-05-14T22:55:45.870-0400,safesoc-lnx-01,100761,SafeAgentSOC run end marker observed,unknown,wazuh_rule_100761,unknown,low,,partial,ground_truth_label_match,1,1,True,"Run-level investigation case for S09-MAN-R001, containing 13 correlated labeled alerts across 7 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-015,S09-MAN-R001,,manual,manual,LBL-000355,ALERT-7E9380A15A35204D,alert_d50515eebe3ff223116cd1560d10acd2,evidence_684e9aca8614f63950842fb2b55fb0c5,5423,attack_like,trigger,2026-05-15T02:55:45.913000+00:00,2026-05-14T22:55:45.913-0400,safesoc-lnx-01,92604,Processes running for all users were queried with ps command.,discovery,process_listing,success,medium,T1057,success,ground_truth_label_match,1,1,True,"Run-level investigation case for S09-MAN-R001, containing 13 correlated labeled alerts across 7 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-015,S09-MAN-R001,,manual,manual,LBL-000356,ALERT-AB02635D7760E878,alert_8c2296e4934d8c1823e5ca4be412f0a4,evidence_1424b485d94d5ce4cb08d1c9d1e93d37,5424,attack_like,supporting,2026-05-15T02:55:46.377000+00:00,2026-05-14T22:55:46.377-0400,safesoc-lnx-01,100760,SafeAgentSOC run start marker observed,unknown,wazuh_rule_100760,unknown,low,,partial,ground_truth_label_match,1,1,True,"Run-level investigation case for S09-MAN-R001, containing 13 correlated labeled alerts across 7 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-015,S09-MAN-R001,,manual,manual,LBL-000357,ALERT-BACD3E3C0E124A84,alert_606907ae9094710745fd4a794e8fe67d,evidence_cc9acfd244b0a589a8c5c863b9e969bf,5425,attack_like,supporting,2026-05-15T02:55:46.377000+00:00,2026-05-14T22:55:46.377-0400,safesoc-lnx-01,100764,SafeAgentSOC S09 Linux discovery scenario marker,discovery,discovery_activity,unknown,medium,T1082;T1033;T1016,partial,ground_truth_label_match,1,1,True,"Run-level investigation case for S09-MAN-R001, containing 13 correlated labeled alerts across 7 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-015,S09-MAN-R001,,manual,manual,LBL-000358,ALERT-09222B9543654CEC,alert_22e98bd64f7bb4e4c7f739d476ec41e6,evidence_b4b2d86afafe4a327d110a487794ac37,5426,attack_like,supporting,2026-05-15T02:55:46.379000+00:00,2026-05-14T22:55:46.379-0400,safesoc-lnx-01,100761,SafeAgentSOC run end marker observed,unknown,wazuh_rule_100761,unknown,low,,partial,ground_truth_label_match,1,1,True,"Run-level investigation case for S09-MAN-R001, containing 13 correlated labeled alerts across 7 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-015,S09-MAN-R001,,manual,manual,LBL-000359,ALERT-4157B7B2C7472903,alert_cc686c1235e365fad99ba67b2e82ef75,evidence_0dfff54a85b899e0acdde501452072ec,5427,attack_like,supporting,2026-05-15T02:56:26.387000+00:00,2026-05-14T22:56:26.387-0400,safesoc-lnx-01,5402,Successful sudo to ROOT executed.,privilege_activity,sudo_success,success,low,T1548.003,success,ground_truth_label_match,1,1,True,"Run-level investigation case for S09-MAN-R001, containing 13 correlated labeled alerts across 7 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-015,S09-MAN-R001,,manual,manual,LBL-000360,ALERT-25300E4C30925CF9,alert_8ecc32a20bbc2d3c96193f53f8436b6f,evidence_c001234f4598f3b8d7cc331e3bd2a599,5428,attack_like,supporting,2026-05-15T02:56:26.388000+00:00,2026-05-14T22:56:26.388-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,ground_truth_label_match,1,1,True,"Run-level investigation case for S09-MAN-R001, containing 13 correlated labeled alerts across 7 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-015,S09-MAN-R001,,manual,manual,LBL-000361,ALERT-0D545D149C0C27C2,alert_984f58ffd96719cd74ae033040fcc4f5,evidence_be4d03918b1cd7a1532b707867bd6d60,5429,attack_like,supporting,2026-05-15T02:56:26.390000+00:00,2026-05-14T22:56:26.390-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,ground_truth_label_match,1,1,True,"Run-level investigation case for S09-MAN-R001, containing 13 correlated labeled alerts across 7 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-015,S09-MAN-R001,,manual,manual,LBL-000362,ALERT-150FA5FB4ECF7E38,alert_3c6ea3a253b5ef79f3f02fa6bb5f0e7e,evidence_28c65598fcabf663948072670bfbb83c,5430,attack_like,supporting,2026-05-15T02:56:26.392000+00:00,2026-05-14T22:56:26.392-0400,safesoc-lnx-01,5402,Successful sudo to ROOT executed.,privilege_activity,sudo_success,success,low,T1548.003,success,ground_truth_label_match,1,1,True,"Run-level investigation case for S09-MAN-R001, containing 13 correlated labeled alerts across 7 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-015,S09-MAN-R001,,manual,manual,LBL-000363,ALERT-A4D31CF99995BF2D,alert_c83311eb8be780eedb85f4228da63200,evidence_5868db5ad76547a99c4858c819133584,5431,attack_like,supporting,2026-05-15T02:56:26.394000+00:00,2026-05-14T22:56:26.394-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,ground_truth_label_match,1,1,True,"Run-level investigation case for S09-MAN-R001, containing 13 correlated labeled alerts across 7 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-015,S09-MAN-R001,,manual,manual,LBL-000364,ALERT-2E2868D6973ACFDB,alert_52fc61642e3ccbdeca8692b14bfb8d43,evidence_2f66699366da05f581b9c3cc224e4cdb,5432,attack_like,supporting,2026-05-15T02:56:26.396000+00:00,2026-05-14T22:56:26.396-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,ground_truth_label_match,1,1,True,"Run-level investigation case for S09-MAN-R001, containing 13 correlated labeled alerts across 7 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-016,S09-MAN-R002,,manual,manual,,,alert_a7249a7ef27bb3fcd0358d8a6e8bbefc,evidence_22ded99d636fb99cbada63b1bb81961c,5433,,case_window_context,2026-05-15T03:02:29.983000+00:00,2026-05-14T23:02:29.983-0400,safesoc-lnx-01,100764,SafeAgentSOC S09 Linux discovery scenario marker,discovery,discovery_activity,unknown,medium,T1082;T1033;T1016,partial,case_window_match,1,37,False,"Run-level investigation case for S09-MAN-R002, containing 37 correlated labeled alerts across 8 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-016,S09-MAN-R002,,manual,manual,,,alert_9630673d8c8a39a745aa43b7bf179ece,evidence_115fa0e6c36f98a7d3a85358eb2e9485,5434,,case_window_context,2026-05-15T03:02:29.983000+00:00,2026-05-14T23:02:29.983-0400,safesoc-lnx-01,100760,SafeAgentSOC run start marker observed,unknown,wazuh_rule_100760,unknown,low,,partial,case_window_match,2,37,False,"Run-level investigation case for S09-MAN-R002, containing 37 correlated labeled alerts across 8 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-016,S09-MAN-R002,,manual,manual,,,alert_7226fa5f4a415509df3698fee6c91afd,evidence_7e3f1b72e4ce9b106edf9746e03a7669,5435,,case_window_context,2026-05-15T03:02:29.997000+00:00,2026-05-14T23:02:29.997-0400,safesoc-lnx-01,100761,SafeAgentSOC run end marker observed,unknown,wazuh_rule_100761,unknown,low,,partial,case_window_match,3,37,False,"Run-level investigation case for S09-MAN-R002, containing 37 correlated labeled alerts across 8 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-016,S09-MAN-R002,,manual,manual,,,alert_6e13139ae27a2f083374135acd0daa68,evidence_8363424a1d0acb6d770959460d60cac6,5436,,case_window_context,2026-05-15T03:02:30.498000+00:00,2026-05-14T23:02:30.498-0400,safesoc-lnx-01,100760,SafeAgentSOC run start marker observed,unknown,wazuh_rule_100760,unknown,low,,partial,case_window_match,4,37,False,"Run-level investigation case for S09-MAN-R002, containing 37 correlated labeled alerts across 8 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-016,S09-MAN-R002,,manual,manual,,,alert_7068e6b3a292495b31c8a8e940c13c78,evidence_0e2495568387e1f685a1c1e2e5b2d35c,5437,,case_window_context,2026-05-15T03:02:30.498000+00:00,2026-05-14T23:02:30.498-0400,safesoc-lnx-01,100764,SafeAgentSOC S09 Linux discovery scenario marker,discovery,discovery_activity,unknown,medium,T1082;T1033;T1016,partial,case_window_match,5,37,False,"Run-level investigation case for S09-MAN-R002, containing 37 correlated labeled alerts across 8 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-016,S09-MAN-R002,,manual,manual,,,alert_5d530be279a0b472156505579d640be2,evidence_9aced518b8bec2ca7213beca77ae7be7,5438,,case_window_context,2026-05-15T03:02:30.510000+00:00,2026-05-14T23:02:30.510-0400,safesoc-lnx-01,100761,SafeAgentSOC run end marker observed,unknown,wazuh_rule_100761,unknown,low,,partial,case_window_match,6,37,False,"Run-level investigation case for S09-MAN-R002, containing 37 correlated labeled alerts across 8 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-016,S09-MAN-R002,,manual,manual,,,alert_176aa8a4baec773699a968d9ffc67c34,evidence_c584656ba225ff0a5f358621f936342b,5439,,case_window_context,2026-05-15T03:04:13.598000+00:00,2026-05-14T23:04:13.598-0400,safesoc-lnx-01,554,File added to the system.,file_activity,file_created,success,medium,,partial,case_window_match,7,37,False,"Run-level investigation case for S09-MAN-R002, containing 37 correlated labeled alerts across 8 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-016,S09-MAN-R002,,manual,manual,,,alert_cdc44f1ee4e64dd8ca626577d763c75f,evidence_80b7b979986ad1c5ae2c7e4216486039,5440,,case_window_context,2026-05-15T03:04:14.010000+00:00,2026-05-14T23:04:14.010-0400,safesoc-lnx-01,5402,Successful sudo to ROOT executed.,privilege_activity,sudo_success,success,low,T1548.003,success,case_window_match,8,37,False,"Run-level investigation case for S09-MAN-R002, containing 37 correlated labeled alerts across 8 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-016,S09-MAN-R002,,manual,manual,,,alert_9b704beed5ec16d5448c14da7ae333da,evidence_b2d81bb260bf9e3f7587a82242f05756,5441,,case_window_context,2026-05-15T03:04:14.010000+00:00,2026-05-14T23:04:14.010-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,case_window_match,9,37,False,"Run-level investigation case for S09-MAN-R002, containing 37 correlated labeled alerts across 8 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-016,S09-MAN-R002,,manual,manual,,,alert_1a02620c2f71b44fbb932d6144ce43a9,evidence_84746d18bab4b456de488635fad70139,5442,,case_window_context,2026-05-15T03:04:14.012000+00:00,2026-05-14T23:04:14.012-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,case_window_match,10,37,False,"Run-level investigation case for S09-MAN-R002, containing 37 correlated labeled alerts across 8 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-016,S09-MAN-R002,,manual,manual,,,alert_ca0eac09cdf72e0b96acbb14a2053267,evidence_c70e154fee6b35826c78c4d2e19f1e15,5443,,case_window_context,2026-05-15T03:04:14.014000+00:00,2026-05-14T23:04:14.014-0400,safesoc-lnx-01,5402,Successful sudo to ROOT executed.,privilege_activity,sudo_success,success,low,T1548.003,success,case_window_match,11,37,False,"Run-level investigation case for S09-MAN-R002, containing 37 correlated labeled alerts across 8 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-016,S09-MAN-R002,,manual,manual,,,alert_2cd23c869a5764b3fd8f6ec6a52783e6,evidence_c1349b09b9c1a6d156176c7d04badfcd,5444,,case_window_context,2026-05-15T03:04:14.016000+00:00,2026-05-14T23:04:14.016-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,case_window_match,12,37,False,"Run-level investigation case for S09-MAN-R002, containing 37 correlated labeled alerts across 8 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-016,S09-MAN-R002,,manual,manual,,,alert_5327b332f536441f6c10dffb5ade8f0e,evidence_af56314685e0827e2adfbafee49b1c71,5445,,case_window_context,2026-05-15T03:04:14.019000+00:00,2026-05-14T23:04:14.019-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,case_window_match,13,37,False,"Run-level investigation case for S09-MAN-R002, containing 37 correlated labeled alerts across 8 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-016,S09-MAN-R002,,manual,manual,,,alert_dba34681a6cd0a22d8f329a7e4d99816,evidence_4a583593ed65b6699c743946c3c241da,5446,,case_window_context,2026-05-15T03:04:14.022000+00:00,2026-05-14T23:04:14.022-0400,safesoc-lnx-01,5402,Successful sudo to ROOT executed.,privilege_activity,sudo_success,success,low,T1548.003,success,case_window_match,14,37,False,"Run-level investigation case for S09-MAN-R002, containing 37 correlated labeled alerts across 8 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-016,S09-MAN-R002,,manual,manual,,,alert_383b8b88c5e372d6c79ca69996275fe6,evidence_deea33f466244b6d9ab043cffb5d6d7e,5447,,case_window_context,2026-05-15T03:04:14.024000+00:00,2026-05-14T23:04:14.024-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,case_window_match,15,37,False,"Run-level investigation case for S09-MAN-R002, containing 37 correlated labeled alerts across 8 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-016,S09-MAN-R002,,manual,manual,,,alert_bb3e337995f2f648da2d035679bd5ae5,evidence_26e050b89d7b52dd773b0e2a58d58faa,5448,,case_window_context,2026-05-15T03:04:14.026000+00:00,2026-05-14T23:04:14.026-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,case_window_match,16,37,False,"Run-level investigation case for S09-MAN-R002, containing 37 correlated labeled alerts across 8 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-016,S09-MAN-R002,,manual,manual,,,alert_bab7cfa1aa08e7ba47f71f3be1ef3a74,evidence_91611050158578adb019c69347dfa48f,5449,,case_window_context,2026-05-15T03:04:14.029000+00:00,2026-05-14T23:04:14.029-0400,safesoc-lnx-01,5402,Successful sudo to ROOT executed.,privilege_activity,sudo_success,success,low,T1548.003,success,case_window_match,17,37,False,"Run-level investigation case for S09-MAN-R002, containing 37 correlated labeled alerts across 8 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-016,S09-MAN-R002,,manual,manual,,,alert_280a2013d64960de92c6e1b199c60f6f,evidence_851fdef739388406f8a70fb852d928cf,5450,,case_window_context,2026-05-15T03:04:14.032000+00:00,2026-05-14T23:04:14.032-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,case_window_match,18,37,False,"Run-level investigation case for S09-MAN-R002, containing 37 correlated labeled alerts across 8 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-016,S09-MAN-R002,,manual,manual,,,alert_6f56a2bf5ef6b559952271791db72295,evidence_423b38b4ee815535596e75a46180cdfc,5451,,case_window_context,2026-05-15T03:04:14.034000+00:00,2026-05-14T23:04:14.034-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,case_window_match,19,37,False,"Run-level investigation case for S09-MAN-R002, containing 37 correlated labeled alerts across 8 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-016,S09-MAN-R002,,manual,manual,,,alert_29ce6e13df635bdca0c7b5ab508c6c2c,evidence_88c48c0e199abcbf090bf9ccd8e2851a,5452,,case_window_context,2026-05-15T03:04:14.036000+00:00,2026-05-14T23:04:14.036-0400,safesoc-lnx-01,100760,SafeAgentSOC run start marker observed,unknown,wazuh_rule_100760,unknown,low,,partial,case_window_match,20,37,False,"Run-level investigation case for S09-MAN-R002, containing 37 correlated labeled alerts across 8 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-016,S09-MAN-R002,,manual,manual,,,alert_d3f723a55df8f9da228210317dbde2a1,evidence_21cdb8d14d7c3fc250ce01b675e0c316,5453,,case_window_context,2026-05-15T03:04:14.040000+00:00,2026-05-14T23:04:14.040-0400,safesoc-lnx-01,100765,SafeAgentSOC S10 Linux cron marker scenario,persistence,wazuh_rule_100765,unknown,medium,T1053.003,partial,case_window_match,21,37,False,"Run-level investigation case for S09-MAN-R002, containing 37 correlated labeled alerts across 8 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-016,S09-MAN-R002,,manual,manual,,,alert_3dd0f64a59f6c57d36ba931d75b2aa63,evidence_c64db74d5f602a9c33076ca85b22f053,5454,,case_window_context,2026-05-15T03:04:14.044000+00:00,2026-05-14T23:04:14.044-0400,safesoc-lnx-01,100761,SafeAgentSOC run end marker observed,unknown,wazuh_rule_100761,unknown,low,,partial,case_window_match,22,37,False,"Run-level investigation case for S09-MAN-R002, containing 37 correlated labeled alerts across 8 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-016,S09-MAN-R002,,manual,manual,,,alert_4ea512320abc0940e914b6c9a27538cf,evidence_c930d66301df97cb42a207f99ffa5c0c,5455,,case_window_context,2026-05-15T03:04:14.541000+00:00,2026-05-14T23:04:14.541-0400,safesoc-lnx-01,100760,SafeAgentSOC run start marker observed,unknown,wazuh_rule_100760,unknown,low,,partial,case_window_match,23,37,False,"Run-level investigation case for S09-MAN-R002, containing 37 correlated labeled alerts across 8 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-016,S09-MAN-R002,,manual,manual,,,alert_573bbf879f5d7a45907a2c7e9a5333e8,evidence_0073f951e8758f32303a29b7314e46b4,5456,,case_window_context,2026-05-15T03:04:14.541000+00:00,2026-05-14T23:04:14.541-0400,safesoc-lnx-01,100765,SafeAgentSOC S10 Linux cron marker scenario,persistence,wazuh_rule_100765,unknown,medium,T1053.003,partial,case_window_match,24,37,False,"Run-level investigation case for S09-MAN-R002, containing 37 correlated labeled alerts across 8 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-016,S09-MAN-R002,,manual,manual,,,alert_8e462c1af7692dc1ffee7f465141388f,evidence_5fc72efa3dc4f8c7e32346522c9f3f68,5457,,case_window_context,2026-05-15T03:04:14.545000+00:00,2026-05-14T23:04:14.545-0400,safesoc-lnx-01,5402,Successful sudo to ROOT executed.,privilege_activity,sudo_success,success,low,T1548.003,success,case_window_match,25,37,False,"Run-level investigation case for S09-MAN-R002, containing 37 correlated labeled alerts across 8 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-016,S09-MAN-R002,,manual,manual,,,alert_9d9984da7cb97dd3a39bcc1e09963e0c,evidence_d47af8f7c22c142f122e1464f37ee0e3,5458,,case_window_context,2026-05-15T03:04:14.548000+00:00,2026-05-14T23:04:14.548-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,case_window_match,26,37,False,"Run-level investigation case for S09-MAN-R002, containing 37 correlated labeled alerts across 8 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-016,S09-MAN-R002,,manual,manual,,,alert_c89b6297ffd5a0eacc09b7c8682f5058,evidence_da07e6c00ece4cec09b9e578ad3bdeae,5459,,case_window_context,2026-05-15T03:04:14.550000+00:00,2026-05-14T23:04:14.550-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,case_window_match,27,37,False,"Run-level investigation case for S09-MAN-R002, containing 37 correlated labeled alerts across 8 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-016,S09-MAN-R002,,manual,manual,,,alert_5d945b3ffbe34220d930569e3bfb33ea,evidence_4f4d68b1e130f600b1cf75df5f2278cb,5460,,case_window_context,2026-05-15T03:04:14.553000+00:00,2026-05-14T23:04:14.553-0400,safesoc-lnx-01,5402,Successful sudo to ROOT executed.,privilege_activity,sudo_success,success,low,T1548.003,success,case_window_match,28,37,False,"Run-level investigation case for S09-MAN-R002, containing 37 correlated labeled alerts across 8 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-016,S09-MAN-R002,,manual,manual,,,alert_6fda31dcd414b6bb452d0cb304f46045,evidence_dd13a0f4b8f0c047ca99605b2a61c61c,5461,,case_window_context,2026-05-15T03:04:14.556000+00:00,2026-05-14T23:04:14.556-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,case_window_match,29,37,False,"Run-level investigation case for S09-MAN-R002, containing 37 correlated labeled alerts across 8 Wazuh rule IDs.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
